transactionNo,date,price,product_name,category,payment_mode,customer_age,customer_gender
744,2023-12-18,957.49,Yoga Mat,Accessories,Credit Card,18,Male
745,2024-01-06,375.67,Yoga Mat,Accessories,Cash,33,Other
746,2024-04-10,956.67,Pull-up Bar,Accessories,Debit Card,60,Female
747,2024-02-13,1182.03,Kettlebell,Strength,Debit Card,60,Other
748,2024-01-31,843.04,Treadmill,Cardio,Debit Card,29,Other
749,2024-01-09,272.26,Yoga Mat,Accessories,Credit Card,33,Male
750,2023-09-19,652.45,Barbell,Strength,Debit Card,60,Male
751,2024-03-28,682.35,Kettlebell,Strength,Credit Card,54,Male
752,2024-05-08,1313.27,Kettlebell,Strength,Credit Card,59,Female
753,2023-12-28,368.15,Resistance Band,Accessories,Cash,25,Other
754,2023-09-29,1172.56,Treadmill,Cardio,Debit Card,50,Male
755,2024-06-04,1000.31,Treadmill,Cardio,Online Payment,36,Female
756,2023-10-10,782.82,Dumbbell,Strength,Credit Card,51,Male
757,2024-04-09,1102.54,Elliptical,Cardio,Credit Card,39,Male
758,2024-05-19,107.12,Elliptical,Cardio,Cash,61,Other
759,2023-12-20,310.34,Yoga Mat,Accessories,Credit Card,40,Male
760,2023-10-07,77.59,Dumbbell,Strength,Credit Card,35,Male
761,2024-01-15,1078.05,Elliptical,Cardio,Cash,37,Male
762,2023-10-13,961.44,Yoga Mat,Accessories,Online Payment,35,Male
763,2023-11-09,1427.84,Elliptical,Cardio,Online Payment,40,Female
764,2024-03-08,1302.12,Kettlebell,Strength,Debit Card,40,Female
765,2024-01-30,684.63,Exercise Bike,Cardio,Credit Card,42,Other
766,2024-07-01,838.23,Treadmill,Cardio,Cash,36,Male
767,2023-10-12,1336.1,Rowing Machine,Cardio,Debit Card,42,Other
768,2023-10-17,632.33,Dumbbell,Strength,Online Payment,50,Other
769,2024-07-09,988.46,Barbell,Strength,Online Payment,46,Male
770,2024-01-02,1034.94,Kettlebell,Strength,Online Payment,42,Other
771,2024-03-25,476.04,Elliptical,Cardio,Cash,32,Male
772,2023-12-07,1019.44,Yoga Mat,Accessories,Debit Card,40,Female
773,2024-03-09,1130.52,Kettlebell,Strength,Debit Card,35,Other
774,2023-12-12,577.12,Pull-up Bar,Accessories,Cash,45,Female
775,2023-11-25,962.25,Elliptical,Cardio,Cash,26,Other
776,2024-08-03,850.2,Rowing Machine,Cardio,Debit Card,41,Female
777,2024-07-06,551.87,Kettlebell,Strength,Credit Card,37,Male
778,2023-12-04,427.51,Elliptical,Cardio,Cash,35,Other
779,2024-01-02,291.54,Exercise Bike,Cardio,Debit Card,41,Male
780,2023-09-20,449.69,Exercise Bike,Cardio,Credit Card,46,Other
781,2024-06-25,542.21,Pull-up Bar,Accessories,Debit Card,60,Female
782,2023-10-07,136.89,Exercise Bike,Cardio,Credit Card,33,Other
783,2024-06-03,1201.12,Rowing Machine,Cardio,Credit Card,51,Male
784,2023-09-22,772.79,Treadmill,Cardio,Credit Card,38,Female
785,2024-05-19,1257.78,Treadmill,Cardio,Debit Card,28,Other
786,2023-09-13,902.21,Pull-up Bar,Accessories,Credit Card,43,Other
787,2024-05-26,866.46,Barbell,Strength,Debit Card,53,Other
788,2024-03-04,167.24,Resistance Band,Accessories,Online Payment,37,Female
789,2023-10-31,1275.01,Resistance Band,Accessories,Debit Card,18,Male
790,2024-08-07,1028.64,Barbell,Strength,Credit Card,58,Female
791,2024-01-05,1466.21,Resistance Band,Accessories,Credit Card,19,Female
792,2024-06-20,1151.64,Dumbbell,Strength,Credit Card,46,Male
793,2024-07-16,661.04,Yoga Mat,Accessories,Cash,51,Female
794,2023-11-16,1285.56,Resistance Band,Accessories,Cash,37,Male
795,2024-07-12,1341.95,Dumbbell,Strength,Credit Card,35,Other
796,2023-09-29,351.87,Rowing Machine,Cardio,Debit Card,38,Other
797,2024-08-30,80.54,Treadmill,Cardio,Credit Card,41,Other
798,2024-03-02,1143.83,Treadmill,Cardio,Debit Card,45,Other
799,2024-05-01,491.22,Exercise Bike,Cardio,Credit Card,31,Other
800,2024-06-04,478.46,Treadmill,Cardio,Online Payment,34,Other
801,2023-09-08,320.19,Yoga Mat,Accessories,Online Payment,31,Male
802,2024-01-30,974.02,Barbell,Strength,Debit Card,38,Male
803,2024-01-03,59.87,Resistance Band,Accessories,Online Payment,47,Female
804,2024-07-29,141.77,Exercise Bike,Cardio,Credit Card,32,Other
805,2024-03-02,531.7,Elliptical,Cardio,Online Payment,23,Male
806,2024-02-12,1307.91,Treadmill,Cardio,Credit Card,26,Other
807,2024-04-07,376.05,Rowing Machine,Cardio,Online Payment,24,Other
808,2023-12-14,886.04,Exercise Bike,Cardio,Credit Card,42,Female
809,2024-04-10,1448.98,Yoga Mat,Accessories,Online Payment,60,Male
810,2023-09-01,766.7,Dumbbell,Strength,Cash,51,Female
811,2023-09-16,1109.14,Exercise Bike,Cardio,Credit Card,28,Female
812,2024-07-06,884.01,Barbell,Strength,Credit Card,38,Female
813,2023-12-30,1231.73,Kettlebell,Strength,Online Payment,63,Other
814,2024-03-18,1386.39,Treadmill,Cardio,Debit Card,20,Other
815,2023-12-09,242.82,Kettlebell,Strength,Debit Card,43,Male
816,2023-10-25,218.4,Exercise Bike,Cardio,Credit Card,20,Male
817,2023-09-04,1479.79,Pull-up Bar,Accessories,Online Payment,52,Male
818,2024-01-05,1351.97,Yoga Mat,Accessories,Cash,40,Female
819,2024-03-02,1446.78,Kettlebell,Strength,Cash,30,Other
820,2024-07-24,1018.51,Yoga Mat,Accessories,Debit Card,46,Male
821,2024-08-28,903.08,Dumbbell,Strength,Cash,62,Female
822,2024-03-23,895.11,Barbell,Strength,Credit Card,32,Male
823,2024-02-17,422.44,Resistance Band,Accessories,Cash,40,Other
824,2023-12-19,1412.1,Dumbbell,Strength,Cash,33,Female
825,2024-06-06,671.87,Treadmill,Cardio,Credit Card,45,Other
826,2024-07-01,954.52,Dumbbell,Strength,Debit Card,47,Other
827,2023-10-05,678.52,Resistance Band,Accessories,Online Payment,18,Male
828,2024-02-16,141.72,Rowing Machine,Cardio,Online Payment,34,Male
829,2024-05-07,378.03,Pull-up Bar,Accessories,Cash,51,Male
830,2023-12-13,1100.78,Dumbbell,Strength,Credit Card,22,Female
831,2023-11-29,268.24,Kettlebell,Strength,Online Payment,36,Female
832,2024-02-03,432.47,Resistance Band,Accessories,Debit Card,25,Other
833,2023-11-28,646.05,Dumbbell,Strength,Debit Card,34,Other
834,2024-07-09,422.42,Barbell,Strength,Cash,42,Female
835,2024-08-15,970.66,Treadmill,Cardio,Credit Card,42,Female
836,2023-09-23,396.16,Resistance Band,Accessories,Debit Card,38,Male
837,2024-05-03,1060.52,Exercise Bike,Cardio,Credit Card,40,Female
838,2023-12-02,265.4,Pull-up Bar,Accessories,Debit Card,32,Other
839,2023-10-04,790.49,Dumbbell,Strength,Credit Card,45,Female
840,2024-07-13,835.77,Yoga Mat,Accessories,Credit Card,33,Other
841,2023-09-03,70.21,Elliptical,Cardio,Online Payment,37,Female
842,2024-04-16,68.44,Yoga Mat,Accessories,Online Payment,45,Female
843,2024-01-22,679.44,Elliptical,Cardio,Debit Card,39,Other
844,2024-04-11,1119.63,Dumbbell,Strength,Debit Card,26,Other
845,2024-07-30,1116.69,Dumbbell,Strength,Cash,42,Other
846,2024-03-14,88.94,Yoga Mat,Accessories,Credit Card,49,Female
847,2024-07-30,767.24,Yoga Mat,Accessories,Online Payment,49,Male
848,2024-01-15,641.36,Exercise Bike,Cardio,Online Payment,40,Other
849,2023-09-20,853.03,Yoga Mat,Accessories,Debit Card,49,Female
850,2023-12-06,167.51,Barbell,Strength,Debit Card,32,Female
851,2023-11-17,1292.68,Resistance Band,Accessories,Online Payment,49,Other
852,2024-05-22,1243.38,Barbell,Strength,Debit Card,26,Other
853,2023-11-21,1484.03,Pull-up Bar,Accessories,Debit Card,36,Other
854,2023-10-17,144.68,Rowing Machine,Cardio,Credit Card,36,Male
855,2024-05-01,1096.47,Treadmill,Cardio,Online Payment,43,Male
856,2024-07-08,129.1,Barbell,Strength,Credit Card,33,Female
857,2024-05-20,606.42,Treadmill,Cardio,Cash,37,Female
858,2024-07-21,916.48,Yoga Mat,Accessories,Online Payment,54,Other
859,2024-08-26,612.6,Pull-up Bar,Accessories,Cash,20,Female
860,2024-08-07,1150.69,Resistance Band,Accessories,Credit Card,45,Male
861,2023-12-16,868.97,Yoga Mat,Accessories,Credit Card,51,Female
862,2024-04-12,163.25,Rowing Machine,Cardio,Credit Card,36,Other
863,2024-03-09,889.65,Dumbbell,Strength,Cash,44,Female
864,2023-12-03,103.52,Barbell,Strength,Online Payment,62,Female
865,2023-12-22,1376.37,Resistance Band,Accessories,Debit Card,58,Other
866,2024-05-18,1338.26,Elliptical,Cardio,Credit Card,23,Male
867,2024-07-31,320.83,Dumbbell,Strength,Credit Card,41,Other
868,2023-12-31,1196.85,Dumbbell,Strength,Debit Card,44,Other
869,2023-09-13,766.8,Barbell,Strength,Cash,61,Male
870,2024-02-01,1284.22,Treadmill,Cardio,Online Payment,36,Other
871,2024-07-01,1228.43,Kettlebell,Strength,Debit Card,61,Female
872,2023-10-25,981.49,Rowing Machine,Cardio,Online Payment,29,Female
873,2024-08-17,1054.45,Resistance Band,Accessories,Cash,36,Other
874,2024-07-25,1206.26,Resistance Band,Accessories,Cash,40,Male
875,2024-05-07,930.78,Rowing Machine,Cardio,Cash,39,Female
876,2024-03-21,1279.67,Rowing Machine,Cardio,Cash,45,Other
877,2024-06-23,1416.93,Barbell,Strength,Debit Card,48,Other
878,2024-05-28,667.64,Elliptical,Cardio,Online Payment,37,Male
879,2024-01-19,350.56,Exercise Bike,Cardio,Debit Card,47,Male
880,2023-10-23,287.78,Treadmill,Cardio,Cash,44,Female
881,2024-06-30,619.72,Kettlebell,Strength,Credit Card,23,Male
882,2024-03-06,624.05,Rowing Machine,Cardio,Debit Card,35,Other
883,2024-03-08,829.83,Resistance Band,Accessories,Cash,29,Other
884,2024-01-09,1244.24,Rowing Machine,Cardio,Online Payment,36,Female
885,2023-10-19,1100.05,Resistance Band,Accessories,Credit Card,39,Female
886,2024-06-01,857.58,Treadmill,Cardio,Credit Card,46,Other
887,2024-02-12,667.88,Rowing Machine,Cardio,Credit Card,52,Other
888,2023-09-28,1174.34,Exercise Bike,Cardio,Debit Card,58,Other
889,2024-03-05,437.84,Treadmill,Cardio,Online Payment,49,Male
890,2024-02-09,233.55,Dumbbell,Strength,Debit Card,34,Male
891,2024-03-20,1189.56,Kettlebell,Strength,Credit Card,38,Male
892,2024-01-03,343.86,Barbell,Strength,Online Payment,51,Other
893,2024-02-24,410.38,Pull-up Bar,Accessories,Credit Card,28,Female
894,2024-03-23,1383.42,Exercise Bike,Cardio,Cash,38,Other
895,2024-06-13,247.26,Yoga Mat,Accessories,Credit Card,61,Other
896,2023-11-13,144.6,Barbell,Strength,Debit Card,37,Other
897,2023-11-27,1300.78,Pull-up Bar,Accessories,Credit Card,49,Female
898,2023-11-20,808.64,Elliptical,Cardio,Credit Card,55,Male
899,2024-01-21,1323.05,Pull-up Bar,Accessories,Credit Card,23,Other
900,2024-01-16,267.78,Dumbbell,Strength,Cash,40,Other
901,2023-10-18,1083.81,Yoga Mat,Accessories,Online Payment,60,Male
902,2024-07-10,508.7,Treadmill,Cardio,Debit Card,38,Other
903,2023-12-25,1062.56,Elliptical,Cardio,Online Payment,32,Male
904,2024-07-06,275.88,Exercise Bike,Cardio,Cash,41,Other
905,2024-04-10,975.72,Treadmill,Cardio,Online Payment,41,Other
906,2023-09-23,832.89,Rowing Machine,Cardio,Cash,64,Female
907,2024-07-30,720.03,Barbell,Strength,Credit Card,27,Male
908,2024-06-06,467.4,Rowing Machine,Cardio,Credit Card,33,Other
909,2023-12-30,1280.19,Barbell,Strength,Online Payment,35,Other
910,2024-04-18,316.37,Pull-up Bar,Accessories,Credit Card,37,Male
911,2024-08-17,1374.62,Yoga Mat,Accessories,Debit Card,32,Female
912,2024-07-12,643.87,Elliptical,Cardio,Credit Card,22,Other
913,2024-06-19,556.26,Rowing Machine,Cardio,Cash,50,Male
914,2024-03-11,450.76,Kettlebell,Strength,Debit Card,39,Male
915,2024-06-12,1103.48,Treadmill,Cardio,Debit Card,55,Other
916,2024-01-11,852.36,Kettlebell,Strength,Online Payment,58,Female
917,2024-07-07,770.56,Kettlebell,Strength,Cash,36,Other
918,2023-12-31,543.79,Resistance Band,Accessories,Credit Card,60,Male
919,2024-03-06,1458.96,Barbell,Strength,Credit Card,38,Male
920,2024-03-10,718.28,Treadmill,Cardio,Cash,34,Female
921,2024-06-16,79.9,Rowing Machine,Cardio,Online Payment,24,Female
922,2024-07-07,1252.43,Elliptical,Cardio,Cash,38,Male
923,2024-01-04,547.63,Yoga Mat,Accessories,Debit Card,18,Male
924,2023-11-21,613.71,Resistance Band,Accessories,Online Payment,23,Female
925,2024-02-22,122.27,Dumbbell,Strength,Online Payment,41,Female
926,2024-07-23,981.47,Exercise Bike,Cardio,Online Payment,24,Other
927,2024-01-11,1064.69,Pull-up Bar,Accessories,Debit Card,56,Other
928,2024-01-12,1153.18,Barbell,Strength,Debit Card,36,Male
929,2024-08-18,1326.59,Elliptical,Cardio,Cash,36,Other
930,2024-08-09,1379.01,Dumbbell,Strength,Credit Card,48,Other
931,2023-12-15,214.3,Exercise Bike,Cardio,Online Payment,59,Female
932,2024-04-27,1107.02,Pull-up Bar,Accessories,Online Payment,39,Male
933,2024-01-21,997.07,Elliptical,Cardio,Debit Card,49,Other
934,2023-12-02,1036.76,Rowing Machine,Cardio,Credit Card,43,Other
935,2024-04-16,505.41,Rowing Machine,Cardio,Online Payment,21,Male
936,2023-12-15,514.07,Yoga Mat,Accessories,Debit Card,33,Male
937,2023-12-12,1210.82,Kettlebell,Strength,Cash,35,Other
938,2024-06-19,820.01,Barbell,Strength,Online Payment,42,Other
939,2024-01-13,272.5,Rowing Machine,Cardio,Debit Card,26,Other
940,2024-07-23,746.9,Treadmill,Cardio,Debit Card,38,Male
941,2024-01-21,1445.9,Pull-up Bar,Accessories,Credit Card,22,Other
942,2024-02-24,125.93,Yoga Mat,Accessories,Credit Card,39,Male
943,2024-05-12,1209.13,Rowing Machine,Cardio,Online Payment,61,Female
944,2024-01-27,1392.84,Resistance Band,Accessories,Cash,38,Female
945,2024-05-22,997.97,Pull-up Bar,Accessories,Credit Card,37,Other
946,2024-01-22,140.97,Treadmill,Cardio,Online Payment,33,Male
947,2024-08-29,130.28,Pull-up Bar,Accessories,Debit Card,41,Female
948,2023-10-20,1422.03,Pull-up Bar,Accessories,Online Payment,36,Other
949,2024-06-19,487.19,Yoga Mat,Accessories,Online Payment,40,Male
950,2023-10-20,781.73,Rowing Machine,Cardio,Cash,24,Female
951,2024-03-09,1113.35,Yoga Mat,Accessories,Online Payment,19,Female
952,2023-11-21,818.89,Dumbbell,Strength,Cash,26,Male
953,2024-06-28,1141.63,Resistance Band,Accessories,Online Payment,27,Other
954,2024-06-14,890.15,Yoga Mat,Accessories,Cash,63,Other
955,2024-08-16,866.59,Kettlebell,Strength,Cash,24,Other
956,2024-07-20,1143.59,Barbell,Strength,Cash,42,Female
957,2024-07-08,735.44,Rowing Machine,Cardio,Credit Card,26,Male
958,2024-04-24,260.54,Yoga Mat,Accessories,Online Payment,36,Female
959,2023-09-22,1166.54,Barbell,Strength,Credit Card,21,Female
960,2023-10-01,1101.25,Pull-up Bar,Accessories,Online Payment,38,Other
961,2024-08-12,246.94,Dumbbell,Strength,Cash,38,Other
962,2024-08-31,359.63,Resistance Band,Accessories,Cash,53,Male
963,2023-11-30,486.13,Barbell,Strength,Debit Card,38,Other
964,2023-12-16,353.82,Treadmill,Cardio,Debit Card,23,Male
965,2024-07-15,1481.35,Kettlebell,Strength,Cash,41,Male
966,2024-06-02,639.91,Barbell,Strength,Debit Card,44,Female
967,2024-03-06,363.69,Pull-up Bar,Accessories,Debit Card,49,Other
968,2023-12-07,1139.25,Exercise Bike,Cardio,Debit Card,60,Other
969,2024-05-24,346.59,Pull-up Bar,Accessories,Credit Card,35,Female
970,2023-11-17,272.5,Barbell,Strength,Cash,41,Male
971,2024-02-24,1384.56,Resistance Band,Accessories,Online Payment,48,Male
972,2024-05-23,587.83,Treadmill,Cardio,Cash,38,Male
973,2024-07-30,316.17,Yoga Mat,Accessories,Online Payment,27,Other
974,2024-04-13,1018.26,Rowing Machine,Cardio,Online Payment,36,Male
975,2023-09-25,1227.63,Barbell,Strength,Credit Card,39,Other
976,2024-08-23,1233.76,Barbell,Strength,Online Payment,51,Other
977,2024-08-18,1151.31,Kettlebell,Strength,Credit Card,29,Male
978,2023-12-16,645.5,Exercise Bike,Cardio,Credit Card,42,Female
979,2024-06-15,1497.1,Pull-up Bar,Accessories,Debit Card,35,Male
980,2024-08-15,557.58,Rowing Machine,Cardio,Credit Card,29,Male
981,2024-01-31,916.24,Barbell,Strength,Debit Card,64,Male
982,2024-01-09,424.12,Dumbbell,Strength,Online Payment,36,Other
983,2023-09-17,739.43,Kettlebell,Strength,Online Payment,31,Other
984,2024-07-16,913.48,Barbell,Strength,Online Payment,47,Female
985,2023-12-20,69.7,Yoga Mat,Accessories,Credit Card,42,Female
986,2023-12-24,948.96,Rowing Machine,Cardio,Credit Card,54,Male
987,2024-06-07,996.89,Exercise Bike,Cardio,Cash,25,Other
988,2023-11-10,92.15,Yoga Mat,Accessories,Online Payment,23,Female
989,2024-08-17,203.75,Elliptical,Cardio,Online Payment,25,Female
990,2023-11-09,408.47,Yoga Mat,Accessories,Online Payment,24,Male
991,2024-01-05,889.8,Barbell,Strength,Credit Card,37,Female
992,2024-06-12,1200.45,Resistance Band,Accessories,Credit Card,43,Male
993,2024-07-04,1339.7,Treadmill,Cardio,Debit Card,33,Other
994,2024-01-12,1278.4,Rowing Machine,Cardio,Online Payment,58,Female
995,2023-10-19,1102.92,Kettlebell,Strength,Credit Card,34,Male
996,2023-12-12,1089.66,Kettlebell,Strength,Credit Card,42,Other
997,2024-02-04,115.58,Exercise Bike,Cardio,Cash,52,Female
998,2024-07-19,614.6,Treadmill,Cardio,Online Payment,24,Male
999,2024-02-10,1425.84,Yoga Mat,Accessories,Online Payment,41,Male
1000,2023-10-10,1269.36,Barbell,Strength,Credit Card,33,Male
1001,2024-05-01,577.94,Dumbbell,Strength,Cash,34,Female
1002,2024-02-22,631.01,Resistance Band,Accessories,Credit Card,36,Female
1003,2024-06-15,1069.07,Rowing Machine,Cardio,Online Payment,52,Other
1004,2024-07-14,65.58,Yoga Mat,Accessories,Credit Card,40,Male
1005,2023-12-01,781.96,Resistance Band,Accessories,Cash,40,Female
1006,2024-04-18,218.0,Dumbbell,Strength,Online Payment,37,Other
1007,2024-04-02,985.25,Rowing Machine,Cardio,Credit Card,22,Male
1008,2024-01-10,1355.78,Yoga Mat,Accessories,Credit Card,42,Other
1009,2023-11-08,677.51,Kettlebell,Strength,Debit Card,40,Female
1010,2024-02-25,191.65,Dumbbell,Strength,Credit Card,47,Female
1011,2024-02-23,1489.34,Exercise Bike,Cardio,Cash,49,Female
1012,2024-02-19,1411.85,Kettlebell,Strength,Cash,53,Other
1013,2023-10-06,1191.47,Treadmill,Cardio,Debit Card,24,Other
1014,2023-10-14,1263.08,Treadmill,Cardio,Cash,41,Female
1015,2024-01-22,411.68,Kettlebell,Strength,Credit Card,42,Female
1016,2024-08-21,197.73,Treadmill,Cardio,Online Payment,42,Male
1017,2024-06-08,403.75,Elliptical,Cardio,Debit Card,25,Male
1018,2024-07-09,417.01,Exercise Bike,Cardio,Online Payment,53,Male
1019,2024-01-24,600.23,Yoga Mat,Accessories,Debit Card,37,Other
1020,2024-05-27,440.65,Elliptical,Cardio,Credit Card,33,Other
1021,2024-06-26,800.98,Kettlebell,Strength,Cash,52,Female
1022,2023-12-09,680.05,Kettlebell,Strength,Credit Card,33,Male
1023,2024-01-26,234.38,Exercise Bike,Cardio,Online Payment,45,Male
1024,2023-09-07,999.94,Barbell,Strength,Debit Card,61,Other
1025,2023-09-23,1074.86,Pull-up Bar,Accessories,Online Payment,42,Female
1026,2023-12-31,1362.06,Pull-up Bar,Accessories,Cash,41,Female
1027,2023-09-20,1403.0,Treadmill,Cardio,Credit Card,49,Other
1028,2023-12-30,60.25,Dumbbell,Strength,Cash,59,Female
1029,2024-07-28,102.01,Rowing Machine,Cardio,Online Payment,53,Male
1030,2024-06-09,1429.27,Treadmill,Cardio,Cash,20,Female
1031,2024-06-02,1059.08,Dumbbell,Strength,Cash,38,Other
1032,2024-07-07,709.17,Rowing Machine,Cardio,Credit Card,50,Female
1033,2024-06-12,779.83,Yoga Mat,Accessories,Cash,41,Male
1034,2023-12-22,1122.26,Exercise Bike,Cardio,Cash,38,Female
1035,2024-01-31,525.75,Dumbbell,Strength,Debit Card,30,Female
1036,2024-04-26,1345.58,Exercise Bike,Cardio,Cash,49,Female
1037,2023-10-09,1133.55,Barbell,Strength,Online Payment,44,Female
1038,2024-05-28,1105.74,Kettlebell,Strength,Debit Card,39,Male
1039,2024-03-31,578.25,Yoga Mat,Accessories,Debit Card,50,Female
1040,2024-08-18,1066.23,Exercise Bike,Cardio,Credit Card,41,Male
1041,2023-11-27,73.21,Dumbbell,Strength,Credit Card,42,Male
1042,2023-10-01,120.22,Exercise Bike,Cardio,Cash,48,Female
1043,2024-01-31,1294.73,Barbell,Strength,Credit Card,31,Male
1044,2024-06-09,62.15,Resistance Band,Accessories,Online Payment,40,Female
1045,2024-07-11,175.94,Elliptical,Cardio,Credit Card,40,Male
1046,2024-08-08,997.88,Kettlebell,Strength,Cash,52,Female
1047,2024-05-10,200.2,Elliptical,Cardio,Debit Card,38,Other
1048,2024-07-16,1129.83,Barbell,Strength,Cash,34,Female
1049,2024-04-08,1144.81,Treadmill,Cardio,Online Payment,45,Other
1050,2023-12-07,1437.33,Rowing Machine,Cardio,Credit Card,30,Female
1051,2024-06-02,370.11,Exercise Bike,Cardio,Debit Card,42,Male
1052,2024-03-28,881.01,Exercise Bike,Cardio,Credit Card,23,Other
1053,2024-04-04,419.13,Kettlebell,Strength,Cash,28,Female
1054,2023-11-12,70.42,Resistance Band,Accessories,Credit Card,22,Female
1055,2024-02-13,800.01,Treadmill,Cardio,Cash,21,Female
1056,2024-08-22,1110.38,Elliptical,Cardio,Online Payment,30,Male
1057,2024-08-20,619.06,Pull-up Bar,Accessories,Cash,26,Male
1058,2024-05-02,1443.49,Exercise Bike,Cardio,Debit Card,42,Other
1059,2024-07-06,443.2,Exercise Bike,Cardio,Debit Card,39,Female
1060,2023-10-09,1432.11,Exercise Bike,Cardio,Online Payment,47,Male
1061,2024-07-14,1331.69,Rowing Machine,Cardio,Cash,33,Male
1062,2024-06-02,1462.51,Pull-up Bar,Accessories,Debit Card,41,Other
1063,2023-12-10,522.6,Resistance Band,Accessories,Credit Card,27,Other
1064,2024-07-19,626.31,Yoga Mat,Accessories,Credit Card,38,Other
1065,2023-09-01,784.14,Rowing Machine,Cardio,Online Payment,24,Female
1066,2024-08-07,478.86,Dumbbell,Strength,Cash,35,Female
1067,2023-09-25,804.32,Barbell,Strength,Cash,49,Other
1068,2024-01-02,1295.76,Elliptical,Cardio,Online Payment,32,Female
1069,2024-07-08,1485.76,Pull-up Bar,Accessories,Credit Card,33,Other
1070,2024-06-21,1268.89,Kettlebell,Strength,Cash,24,Other
1071,2024-05-02,231.51,Elliptical,Cardio,Online Payment,20,Other
1072,2024-07-19,198.24,Pull-up Bar,Accessories,Cash,27,Other
1073,2024-01-08,264.84,Treadmill,Cardio,Credit Card,45,Female
1074,2023-09-09,136.14,Resistance Band,Accessories,Credit Card,59,Male
1075,2023-12-07,1274.73,Resistance Band,Accessories,Cash,40,Female
1076,2023-09-19,699.31,Kettlebell,Strength,Online Payment,56,Other
1077,2024-03-02,731.14,Pull-up Bar,Accessories,Cash,42,Female
1078,2023-11-04,141.22,Dumbbell,Strength,Debit Card,64,Other
1079,2024-04-15,506.21,Pull-up Bar,Accessories,Cash,39,Female
1080,2024-05-06,359.79,Barbell,Strength,Cash,53,Female
1081,2024-01-02,1102.19,Kettlebell,Strength,Online Payment,37,Male
1082,2024-05-15,316.26,Yoga Mat,Accessories,Credit Card,60,Other
1083,2024-01-01,1001.31,Resistance Band,Accessories,Debit Card,45,Female
1084,2024-08-07,715.41,Kettlebell,Strength,Debit Card,25,Female
1085,2023-09-08,1089.37,Exercise Bike,Cardio,Credit Card,31,Other
1086,2024-08-15,163.98,Exercise Bike,Cardio,Cash,44,Female
1087,2023-10-15,1219.66,Resistance Band,Accessories,Credit Card,64,Male
1088,2024-07-10,203.56,Exercise Bike,Cardio,Debit Card,34,Female
1089,2024-01-11,78.47,Rowing Machine,Cardio,Credit Card,42,Other
1090,2023-09-25,91.11,Barbell,Strength,Cash,34,Male
1091,2024-02-14,1219.71,Exercise Bike,Cardio,Cash,38,Other
1092,2024-07-23,936.22,Dumbbell,Strength,Online Payment,34,Male
1093,2023-09-16,105.32,Elliptical,Cardio,Debit Card,33,Other
1094,2024-01-25,1044.92,Kettlebell,Strength,Debit Card,35,Male
1095,2024-07-27,1043.26,Resistance Band,Accessories,Online Payment,35,Male
1096,2024-03-25,1325.94,Rowing Machine,Cardio,Credit Card,35,Other
1097,2024-03-26,445.09,Yoga Mat,Accessories,Online Payment,40,Female
1098,2024-02-24,364.82,Elliptical,Cardio,Cash,24,Female
1099,2024-03-06,713.46,Dumbbell,Strength,Debit Card,35,Other
1100,2024-05-31,411.38,Treadmill,Cardio,Debit Card,50,Female
1101,2024-05-30,868.04,Dumbbell,Strength,Online Payment,28,Female
1102,2024-05-31,1110.13,Dumbbell,Strength,Online Payment,35,Other
1103,2023-11-12,719.93,Dumbbell,Strength,Online Payment,27,Male
1104,2024-02-18,62.29,Resistance Band,Accessories,Credit Card,45,Female
1105,2023-10-21,403.37,Yoga Mat,Accessories,Online Payment,32,Female
1106,2024-03-27,1152.75,Resistance Band,Accessories,Credit Card,30,Male
1107,2023-10-19,90.23,Kettlebell,Strength,Debit Card,33,Other
1108,2024-02-08,917.96,Elliptical,Cardio,Debit Card,48,Other
1109,2024-06-20,219.49,Rowing Machine,Cardio,Credit Card,29,Male
1110,2023-09-21,750.92,Dumbbell,Strength,Cash,49,Male
1111,2023-10-07,138.31,Resistance Band,Accessories,Debit Card,52,Male
1112,2023-10-21,262.56,Treadmill,Cardio,Debit Card,32,Male
1113,2023-11-05,208.41,Yoga Mat,Accessories,Debit Card,35,Other
1114,2024-08-06,561.45,Rowing Machine,Cardio,Cash,54,Other
1115,2024-07-10,228.33,Exercise Bike,Cardio,Debit Card,38,Male
1116,2023-11-23,599.08,Treadmill,Cardio,Debit Card,62,Female
1117,2024-07-11,729.3,Elliptical,Cardio,Cash,33,Female
1118,2024-02-22,882.39,Dumbbell,Strength,Online Payment,30,Female
1119,2023-11-16,1054.17,Treadmill,Cardio,Credit Card,37,Female
1120,2024-04-15,948.91,Rowing Machine,Cardio,Cash,25,Female
1121,2023-09-10,786.63,Resistance Band,Accessories,Cash,57,Male
1122,2024-06-28,747.96,Dumbbell,Strength,Online Payment,43,Female
1123,2024-03-15,287.61,Elliptical,Cardio,Debit Card,29,Other
1124,2024-08-27,1087.77,Elliptical,Cardio,Debit Card,20,Male
1125,2024-04-07,88.76,Resistance Band,Accessories,Credit Card,23,Male
1126,2024-02-07,827.23,Resistance Band,Accessories,Debit Card,34,Female
1127,2024-05-08,654.37,Exercise Bike,Cardio,Credit Card,44,Male
1128,2024-08-06,1403.94,Exercise Bike,Cardio,Credit Card,23,Male
1129,2024-01-04,143.15,Resistance Band,Accessories,Cash,21,Other
1130,2024-06-01,71.79,Pull-up Bar,Accessories,Credit Card,56,Other
